generation,type,ind,sex_Male,age,race_African_American,priors_count,juv_fel_count,c_charge_degree_F,prediction,fitness
6,bads,0,1,74.32450114,0,6.222587519,9.452809911,1,1,0.022543763
6,bads,1,0,55.67660757,0,1.655502654,1.82135683,1,1,0.106032593
6,bads,2,0,46.52602412,0,4.480530849,15.8658254,1,1,0.014101916
6,bads,4,0,62.81556709,1,0.642134911,16.98193011,0,1,0.013144888
7,cfacts,0,1,6.675554834,1,2.334457931,0.113951773,1,0,0.394569696
7,cfacts,1,0,46.11233981,0,17.07648979,0.09030309,0,0,0.261109535
7,cfacts,2,1,14.17371964,0,19.04911505,0.111614885,1,0,0.207934821
7,cfacts,3,0,14.7883552,0,4.50924082,1.032226549,1,0,0.147173658
7,cfacts,4,0,26.34382541,0,19.04911505,0.42555691,1,0,0.174914529
7,cfacts,5,0,26.34382541,1,13.02102581,1.201902404,1,0,0.124270625
7,cfacts,6,1,14.7883552,1,9.288401945,0.85260475,0,0,0.152474566
7,cfacts,7,1,26.02012711,0,23.54610253,0.827258323,0,0,0.122413567
7,cfacts,8,0,38.69285802,1,13.02102581,1.201902404,1,0,0.13507413
7,cfacts,9,1,69.4618612,1,18.83064599,1.558740947,1,0,0.088937433
7,cfacts,10,1,65.8479492,1,23.54610253,1.366173377,1,0,0.091577875
7,cfacts,11,1,44.41674377,1,16.06674452,1.581997103,1,0,0.103890353
7,cfacts,12,0,44.41674377,1,3.677132488,1.558740947,0,0,0.125045667
7,cfacts,13,1,19.02202029,1,21.94594702,1.032226549,1,0,0.112889009
7,cfacts,14,1,44.41674377,0,12.55445986,1.581997103,1,0,0.107933721
7,cfacts,15,0,19.02202029,1,9.84587234,1.141580447,1,0,0.13007933
7,cfacts,16,1,25.8807605,1,20.73480607,1.581997103,0,0,0.091790299
7,cfacts,17,1,1.476346098,0,9.84587234,1.531241153,1,0,0.096999612
7,cfacts,18,1,6.799168352,0,12.55445986,1.936728196,1,0,0.081865888
7,cfacts,19,1,1.476346098,1,6.733818664,1.900060828,1,0,0.088562834
7,cfacts,20,1,25.8807605,1,18.38763858,2.407941306,0,0,0.070617377
7,cfacts,21,1,48.14966294,1,3.574744753,2.971547058,0,0,0.07042436
7,cfacts,22,1,6.799168352,1,4.477536519,2.784624891,0,0,0.067945999
7,cfacts,23,0,48.14966294,1,12.55445986,2.971547058,1,0,0.064318437
7,cfacts,24,1,6.799168352,1,16.06674452,2.784624891,1,0,0.061384932
7,cfacts,25,1,53.69081737,1,8.506560203,3.248121665,0,0,0.060825193
7,cfacts,26,1,19.02202029,1,18.06821886,2.872555604,0,0,0.060584077
7,cfacts,27,1,6.799168352,1,20.85159892,2.784624891,0,0,0.058222135
7,cfacts,28,0,17.70166511,0,9.768500146,3.345913202,1,0,0.056916827
7,cfacts,29,0,28.09349921,1,4.114763655,3.719511864,1,0,0.056659221
7,cfacts,30,1,21.03249114,0,14.59566705,3.259792386,0,0,0.056359581
7,cfacts,31,0,16.70319649,1,3.174979126,3.71196497,1,0,0.055343778
7,cfacts,32,0,88.28784159,1,15.32246216,3.018410455,1,0,0.054763222
7,cfacts,33,0,5.831259848,1,6.643114764,3.476675729,0,0,0.05466898
7,cfacts,34,1,29.09794376,1,22.96063058,3.330584703,0,0,0.05341287
7,cfacts,35,1,21.8634494,1,10.88905246,3.853496139,1,0,0.051516161
7,cfacts,36,0,8.100079497,1,19.435339,3.778761911,1,0,0.047056872
7,cfacts,37,0,7.600289464,1,5.492879366,4.421754466,1,0,0.045452232
7,cfacts,38,0,28.20675317,0,17.5385714,4.233012112,1,0,0.045299858
7,cfacts,39,1,24.82292592,0,22.02354801,4.279881934,1,0,0.043547475
7,cfacts,40,0,3.031092933,0,14.47021328,4.474016283,1,0,0.041696972
7,cfacts,41,1,58.74870025,1,23.13593149,4.546461507,0,0,0.04066892
7,cfacts,42,0,12.78574778,0,14.63875571,5.155755005,1,0,0.037755204
7,cfacts,43,1,58.40195388,1,21.05283152,9.946986406,1,0,0.020941053
7,cfacts,44,0,66.24815097,1,19.99822061,14.60801367,1,0,0.01457894
7,cfacts,45,0,48.14966294,0,12.33738772,19.76832769,0,0,0.011180502
7,cfacts,46,1,16.46092289,0,21.94594702,1.032226549,0,0,0.107237779
7,cfacts,47,1,64.66925041,1,18.83064599,0.827258323,0,0,0.125693806
7,cfacts,48,1,41.6568466,1,4.50924082,24.52147178,0,0,0.009223401
7,cfacts,0,0,42.81136223,0,17.38223274,21.50436619,0,0,0.010253596
7,cfacts,3,0,19.97644113,1,16.73431433,6.957111924,1,0,0.029280875
7,cfacts,5,1,30.60090381,1,18.82789091,22.23023826,0,0,0.009917696
7,cfacts,6,0,14.75665086,1,17.90604085,13.38943324,1,0,0.015928042
7,cfacts,8,0,52.44097493,0,19.37903961,24.06310337,0,0,0.009129153
7,cfacts,9,0,29.15334893,0,5.013397363,20.23774642,0,0,0.011057667
7,cfacts,10,0,62.81707217,1,14.24766446,4.005161974,0,0,0.047033179
7,cfacts,12,0,27.25880078,1,18.42929609,17.01905418,0,0,0.012774864
7,cfacts,13,1,11.66408405,1,10.0430257,17.33617605,0,0,0.012649368
7,cfacts,14,0,51.03051171,1,10.55769265,22.28507506,1,0,0.009998211
7,cfacts,15,1,28.29793171,0,16.69240887,21.424517,1,0,0.010298751
7,cfacts,16,0,32.5225141,1,22.24987822,10.36003884,0,0,0.02024199
7,cfacts,19,0,1.495998018,0,24.84089275,3.026214398,0,0,0.051433236
7,cfacts,20,0,47.82173717,1,12.03265016,21.20972504,1,0,0.010486516
7,cfacts,21,1,12.34901417,0,11.79648924,13.51237061,1,0,0.015992497
7,cfacts,22,0,85.32278234,1,21.11940151,3.738382875,0,0,0.044848572
7,cfacts,23,1,25.97767488,1,24.51486382,19.46130355,0,0,0.011136752
7,cfacts,25,1,4.742344875,1,8.450760539,22.21516273,1,0,0.009961442
7,cfacts,26,1,14.91427858,0,17.20257176,17.98636347,1,0,0.01207592
7,cfacts,27,1,0.178979032,0,21.42534339,24.7547155,1,0,0.008782251
7,cfacts,30,0,57.57784452,1,19.24889577,5.126367851,1,0,0.037757141
7,cfacts,32,1,17.54583007,0,3.538628586,17.31435601,1,0,0.012873864
7,cfacts,36,0,11.42976811,1,19.62754785,6.818072106,0,0,0.028910734
7,cfacts,37,0,74.22027566,1,10.96233371,3.707663328,0,0,0.049852276
7,cfacts,38,0,52.1470526,0,10.02571894,14.76382814,0,0,0.01484205
7,cfacts,41,1,49.29061273,1,13.52441553,21.44331317,0,0,0.010342921
7,cfacts,42,1,29.49754594,1,4.801929934,22.58395431,1,0,0.009983534
7,cfacts,44,0,26.98471876,1,6.822027275,18.13407055,0,0,0.012279603
7,cfacts,45,0,27.62854882,1,15.65198261,23.85611361,0,0,0.009276587
7,cfacts,46,1,20.87347895,0,4.134171775,18.83910963,1,0,0.011866162
7,cfacts,47,1,10.33873238,1,7.425935879,13.0753652,0,0,0.016649098
7,cfacts,48,1,80.15755961,1,20.88165424,1.119922491,0,0,0.096588203
7,cfacts,50,0,38.32131854,0,7.009329083,4.241213963,1,0,0.04999179
7,cfacts,0,1,91.79163585,1,24.47144765,20.12432985,1,0,0.010571128
7,cfacts,1,1,22.12055632,1,1.583625628,1.756431228,1,0,0.113468134
7,cfacts,3,1,11.22935362,0,22.50874233,9.129849395,1,0,0.022225041
7,cfacts,4,1,49.38824657,1,12.17481421,7.982270775,1,0,0.026779205
7,cfacts,5,0,14.89808968,1,4.828386273,1.281695472,1,0,0.12881228
7,cfacts,9,0,14.10245276,1,23.00201362,20.68629256,1,0,0.010465534
7,cfacts,10,0,85.61011008,1,14.25495062,13.01031078,1,0,0.016197242
7,cfacts,11,0,73.43101497,1,16.0495465,5.53618307,1,0,0.034932575
7,cfacts,12,1,38.72128541,0,7.320109218,21.19311777,0,0,0.010604254
7,cfacts,13,0,1.790221819,0,17.71047499,19.01666651,0,0,0.011310023
7,cfacts,14,0,73.5968471,0,22.87923808,9.65693423,1,0,0.020884803
7,cfacts,15,1,9.814793419,0,1.159297366,21.03023011,1,0,0.010637941
7,cfacts,17,0,79.84940339,1,23.41572187,15.58648546,1,0,0.013495086
7,cfacts,0,1,12.61803997,1,16.03971664,21.54321633,0,0,0.010168963
7,cfacts,2,1,37.12347684,1,7.549156407,0.783079799,0,0,0.207095323
7,cfacts,3,0,28.70863501,0,23.22034279,18.84991327,1,0,0.011501649
7,cfacts,0,1,38.81963932,1,8.435159322,1.659332851,0,0,0.114777717
7,cfacts,1,0,35.98391594,1,19.25449441,5.517991719,1,0,0.036508749
7,bads,1,0,56.75095575,0,6.322480052,6.059615961,1,1,0.034774067
7,bads,2,0,78.97911626,0,17.11852444,11.86548344,0,1,0.017500694
7,bads,4,1,87.589604,0,3.883632457,8.742286268,0,1,0.023950948
7,bads,7,1,63.45490613,0,19.75769675,16.99186405,1,1,0.012681511
7,bads,11,0,71.4351874,1,8.441758321,2.11501663,0,1,0.079632148
7,bads,17,0,49.39689221,0,3.159492023,1.096056327,0,1,0.158267921
7,bads,18,1,73.12004656,1,2.201406122,24.03446399,1,1,0.009309877
7,bads,24,1,40.40034345,0,6.798284931,16.46160582,1,1,0.013626819
7,bads,28,0,36.00353093,0,6.703850533,12.84839291,1,1,0.017304174
7,bads,29,1,81.06878069,1,0.337680048,24.91014256,0,1,0.008964538
7,bads,31,0,83.99061454,0,12.52013534,24.7877083,1,1,0.008836892
7,bads,33,0,67.7341553,1,4.270171503,19.88917743,1,1,0.011179772
7,bads,34,1,74.58575639,0,12.75218268,10.60435449,0,1,0.019776914
7,bads,35,0,34.4000886,0,2.675737698,1.336892994,0,1,0.14288068
7,bads,39,0,46.97313237,0,2.271814357,3.254990873,0,1,0.064441591
7,bads,40,1,83.71100397,0,8.125722686,0.387397292,1,1,0.184703682
7,bads,43,1,74.8431728,1,6.879712978,9.630769553,1,1,0.022174479
7,bads,49,0,70.06849342,1,4.422379536,8.081070144,1,1,0.026415892
7,bads,2,1,69.63224087,0,4.012799485,5.823300806,1,1,0.035868471
7,bads,6,0,84.26854306,0,7.816671605,4.267916198,0,1,0.043990671
7,bads,7,0,61.40071031,1,1.907498658,7.059247509,0,1,0.030565712
7,bads,8,0,97.72403349,0,15.84777802,3.828341211,0,1,0.044027583
7,bads,16,1,80.8943374,0,5.432020997,15.93621429,1,1,0.013700856
7,bads,1,0,82.63267263,1,3.927903306,13.7806889,0,1,0.015729344
7,bads,4,1,72.39776383,1,1.305788607,21.43755183,1,1,0.01043159
8,cfacts,0,1,6.675554834,1,2.334457931,0.113951773,1,0,0.394569696
8,cfacts,1,1,46.11233981,0,17.07648979,0.09030309,1,0,0.286002165
8,cfacts,2,0,14.17371964,0,19.04911505,0.111614885,0,0,0.194456714
8,cfacts,3,0,37.12347684,1,7.549156407,0.42555691,0,0,0.291637166
8,cfacts,4,1,26.34382541,0,19.04911505,0.783079799,1,0,0.140511524
8,cfacts,5,1,14.7883552,0,9.288401945,0.85260475,0,0,0.148695844
8,cfacts,6,0,14.7883552,1,4.50924082,1.032226549,1,0,0.150874449
8,cfacts,7,0,19.02202029,1,9.84587234,1.141580447,1,0,0.13007933
8,cfacts,8,0,44.41674377,1,4.828386273,1.281695472,0,0,0.143759529
8,cfacts,9,1,64.66925041,1,18.83064599,0.827258323,0,0,0.125693806
8,cfacts,10,0,44.41674377,0,23.54610253,0.827258323,0,0,0.125920517
8,cfacts,11,0,26.34382541,1,13.02102581,1.201902404,1,0,0.124270625
8,cfacts,12,1,38.81963932,1,8.435159322,1.659332851,0,0,0.114777717
8,cfacts,13,1,16.46092289,0,1.583625628,1.756431228,1,0,0.107820376
8,cfacts,14,1,44.41674377,0,12.55445986,1.642989675,1,0,0.104907834
8,cfacts,15,1,16.46092289,0,21.94594702,1.581997103,0,0,0.085223708
8,cfacts,16,1,25.8807605,1,16.06674452,1.581997103,1,0,0.09973098
8,cfacts,17,1,44.41674377,0,15.93445673,1.642989675,1,0,0.099605837
8,cfacts,18,1,1.476346098,0,9.84587234,1.531241153,1,0,0.096999612
8,cfacts,19,1,69.4618612,1,20.73480607,1.581997103,1,0,0.08597269
8,cfacts,20,1,69.4618612,1,18.83064599,1.558740947,1,0,0.088937433
8,cfacts,21,1,1.476346098,1,6.733818664,1.900060828,1,0,0.088562834
8,cfacts,22,1,1.476346098,1,6.655727348,2.036068148,1,0,0.084206308
8,cfacts,23,1,6.799168352,0,12.55445986,1.936728196,1,0,0.081865888
8,cfacts,24,1,25.8807605,1,18.38763858,2.407941306,0,0,0.070617377
8,cfacts,25,1,48.14966294,1,3.574744753,2.971547058,0,0,0.07042436
8,cfacts,26,1,6.799168352,1,4.477536519,2.784624891,0,0,0.067945999
8,cfacts,27,0,48.14966294,1,12.55445986,2.971547058,1,0,0.064318437
8,cfacts,28,1,6.799168352,1,16.06674452,2.784624891,1,0,0.061384932
8,cfacts,29,1,19.02202029,1,18.06821886,2.872555604,0,0,0.060584077
8,cfacts,30,1,6.799168352,1,20.85159892,2.784624891,0,0,0.058222135
8,cfacts,31,0,17.70166511,0,9.768500146,3.345913202,1,0,0.056916827
8,cfacts,32,0,28.09349921,1,4.114763655,3.719511864,1,0,0.056659221
8,cfacts,33,1,21.03249114,0,14.59566705,3.259792386,0,0,0.056359581
8,cfacts,34,0,5.831259848,1,6.643114764,3.476675729,0,0,0.05466898
8,cfacts,35,1,21.8634494,1,10.88905246,3.853496139,1,0,0.051516161
8,cfacts,36,0,1.495998018,0,24.84089275,3.026214398,0,0,0.051433236
8,cfacts,37,0,74.22027566,1,10.96233371,3.707663328,0,0,0.049852276
8,cfacts,38,0,8.100079497,1,19.435339,3.778761911,1,0,0.047056872
8,cfacts,39,0,62.81707217,1,14.24766446,4.005161974,0,0,0.047033179
8,cfacts,40,0,7.600289464,1,5.492879366,4.421754466,1,0,0.045452232
8,cfacts,41,0,28.20675317,0,17.5385714,4.233012112,1,0,0.045299858
8,cfacts,42,0,6.991916699,0,7.417330102,8.873469807,1,0,0.023813475
8,cfacts,43,0,94.49543687,1,15.08003572,9.165535139,0,0,0.021907193
8,cfacts,44,0,93.94692397,1,22.09506701,1.281695472,1,0,0.083592096
8,cfacts,45,1,14.80293462,1,16.50298073,11.11442783,1,0,0.019071233
8,cfacts,46,1,38.56201296,0,7.676661877,12.88368143,1,0,0.017303983
8,cfacts,47,1,98.95038041,1,21.46053248,16.12966699,1,0,0.012984269
8,cfacts,48,1,5.565250954,0,1.546838238,18.56942767,1,0,0.011975889
8,cfacts,1,0,37.02236899,0,22.44808235,5.172447903,1,0,0.037780483
8,cfacts,2,0,91.2419126,1,23.19450977,15.91736629,0,0,0.013109943
8,cfacts,6,1,2.305609462,1,4.42921601,24.44787278,0,0,0.009102546
8,cfacts,7,0,92.34817468,0,21.63994383,8.925909949,1,0,0.021992493
8,cfacts,8,0,51.71409679,0,9.226840118,11.15384104,1,0,0.019512094
8,cfacts,10,0,13.25383191,0,5.456353357,10.55204242,1,0,0.020522606
8,cfacts,11,0,23.45242123,0,9.522738764,5.976422424,1,0,0.034772767
8,cfacts,12,1,30.62898156,0,16.24127842,0.166930659,0,0,0.253865178
8,cfacts,13,0,32.82427015,0,15.60566995,6.890147318,0,0,0.029982415
8,cfacts,14,0,5.118818012,1,23.11251986,21.60491553,0,0,0.009977248
8,cfacts,15,1,23.24536034,1,7.882346174,14.73847773,0,0,0.014982198
8,cfacts,17,1,7.928095548,1,7.076891659,19.69818294,0,0,0.011216595
8,cfacts,18,0,20.73507221,1,2.914930927,0.390291371,1,0,0.306166134
8,cfacts,19,1,16.96333885,0,24.02422856,23.82924109,0,0,0.009132988
8,cfacts,21,1,70.35452011,1,11.81934518,22.70229869,0,0,0.009704739
8,cfacts,22,0,22.75869278,0,14.25025304,22.14814351,1,0,0.009964289
8,cfacts,25,0,4.568571259,1,12.90174445,4.646957134,0,0,0.040942177
8,cfacts,29,0,45.2003255,0,10.09204016,14.21475873,0,0,0.015475478
8,cfacts,32,0,16.82734339,0,1.331613538,11.52213842,0,0,0.019106453
8,cfacts,34,0,44.15274432,0,22.23494322,3.832418828,0,0,0.047852218
8,cfacts,35,1,79.8893853,0,22.60667744,10.54390651,1,0,0.01927219
8,cfacts,36,1,30.28497046,1,0.203076177,1.940283978,0,0,0.109259986
8,cfacts,38,1,24.86584394,1,7.160628972,4.933159028,0,0,0.042386745
8,cfacts,39,0,1.998751406,0,1.746986996,14.85277349,1,0,0.014792979
8,cfacts,40,0,12.45848768,0,2.593911398,0.235434194,0,0,0.302643469
8,cfacts,41,1,18.72564964,1,1.668326784,3.620016711,1,0,0.058248682
8,cfacts,42,0,7.14987732,0,13.75668957,8.148281503,1,0,0.025151461
8,cfacts,43,1,86.52194174,1,7.671891602,2.192049046,0,0,0.074630702
8,cfacts,46,1,61.15477549,1,20.98527333,22.46712834,0,0,0.009717365
8,cfacts,48,0,82.05339046,1,12.38143376,23.96415277,0,0,0.009138106
8,cfacts,0,0,0.129705032,1,21.5227651,19.16759463,0,0,0.011164379
8,cfacts,1,1,39.8619021,1,20.93766855,8.560615586,0,0,0.024472628
8,cfacts,3,0,16.13928959,0,8.811108612,20.27826251,0,0,0.010886027
8,cfacts,4,1,28.67196258,0,20.63200532,0.425971415,0,0,0.171374487
8,cfacts,5,1,54.32027262,0,12.77318834,12.3324673,1,0,0.017569813
8,cfacts,6,1,59.38182545,1,22.83418161,9.869998592,0,0,0.020876423
8,cfacts,7,1,54.72262325,0,21.83997216,8.277756037,0,0,0.024570448
8,cfacts,8,1,0.253622715,1,1.449018171,14.43508481,0,0,0.015232492
8,cfacts,9,1,77.0716772,0,21.78853106,22.11163934,0,0,0.00975916
8,cfacts,11,0,25.27788643,1,15.30345306,17.91048469,0,0,0.012222188
8,cfacts,12,0,13.32162517,0,12.65880153,14.34581942,0,0,0.015016578
8,cfacts,14,1,73.00326974,1,14.69629746,16.63278639,1,0,0.013011875
8,cfacts,17,0,4.424079456,0,15.67434361,16.48028147,0,0,0.013010438
8,cfacts,18,1,53.70332293,0,21.63217193,18.97088274,1,0,0.011454893
8,cfacts,20,0,50.12340254,1,19.92207585,14.96222415,1,0,0.01443164
8,cfacts,1,0,12.18894909,0,2.775209321,4.944374515,0,0,0.041706416
8,cfacts,2,1,14.33154588,0,22.42131433,18.99497224,0,0,0.011336714
8,cfacts,3,1,4.419551195,1,21.23566831,17.34862178,1,0,0.01234553
8,cfacts,4,0,39.38464547,1,18.85247844,19.97279261,1,0,0.011046656
8,cfacts,5,0,34.51355894,0,11.99353439,23.44740411,0,0,0.009499727
8,cfacts,0,0,30.11769278,0,6.65198176,19.13005174,1,0,0.011680767
8,bads,0,1,79.29571004,0,19.03527808,11.63234909,0,1,0.017775656
8,bads,3,1,52.74435212,1,2.800116647,9.474576033,0,1,0.023356279
8,bads,4,1,46.34281677,0,13.51362216,19.61199347,0,1,0.011277492
8,bads,5,1,85.34484724,0,5.288138649,16.44736581,0,1,0.013226689
8,bads,9,1,44.0408201,0,2.651590304,16.70495905,0,1,0.013479845
8,bads,16,0,73.44855106,1,9.927756838,0.116254753,1,1,0.252413509
8,bads,20,0,85.58238984,1,2.401132055,12.84524425,0,1,0.016834607
8,bads,23,1,78.93303263,0,17.5051816,22.13166771,1,1,0.009819042
8,bads,24,0,49.20288566,0,6.801770816,9.395055467,0,1,0.023139522
8,bads,26,0,54.47901404,0,9.691239753,8.779775145,0,1,0.02425473
8,bads,27,1,45.28410607,0,2.423951902,3.356915076,1,1,0.064242693
8,bads,28,0,64.07878079,1,3.012687599,20.85980818,0,1,0.010696635
8,bads,30,0,94.87169994,1,0.088101894,6.214559743,1,1,0.032981348
8,bads,31,1,65.43001019,1,0.624258217,20.49956424,0,1,0.010934436
8,bads,33,1,70.23192275,0,19.13505157,0.27198678,1,1,0.170689199
8,bads,37,0,78.59358205,0,16.35464472,16.08373732,1,1,0.013276524
8,bads,44,0,54.11693917,1,4.156928997,24.5883049,1,1,0.00914836
8,bads,45,1,36.22404985,0,3.636903548,5.800431788,0,1,0.037824554
8,bads,47,0,78.57493975,1,0.563768667,17.15920609,1,1,0.012904085
8,bads,49,0,56.00692294,1,1.818534493,22.76239047,1,1,0.009895439
8,bads,50,0,69.14194129,1,3.648819869,21.966528,1,1,0.010149295
8,bads,2,0,85.53650199,0,12.17751848,22.00691148,0,1,0.009883958
8,bads,10,0,90.03024475,0,15.5881461,18.67334767,0,1,0.011452832
8,bads,13,1,76.84658163,0,2.806639553,3.256147864,1,1,0.059428627
8,bads,15,1,79.30487457,0,16.05630378,14.7481696,1,1,0.014431073
8,bads,16,1,91.8943979,0,7.387529299,11.56767958,1,1,0.01827659
8,bads,19,0,78.90738693,0,2.252763762,14.58886372,0,1,0.014961682
8,bads,0,0,91.60526585,0,14.5036989,15.25948334,1,1,0.013867732
9,cfacts,0,1,6.675554834,1,2.334457931,0.113951773,1,0,0.394569696
9,cfacts,1,0,20.73507221,0,2.914930927,0.235434194,1,0,0.363058176
9,cfacts,2,0,12.45848768,1,2.593911398,0.390291371,0,0,0.262051825
9,cfacts,3,0,37.12347684,0,17.07648979,0.09030309,0,0,0.281141484
9,cfacts,4,1,46.11233981,1,7.549156407,0.42555691,1,0,0.296870921
9,cfacts,5,1,14.17371964,0,16.24127842,0.111614885,0,0,0.219569749
9,cfacts,6,0,30.62898156,0,19.04911505,0.166930659,0,0,0.22088367
9,cfacts,7,0,28.67196258,1,4.294106906,0.425971415,1,0,0.310954145
9,cfacts,8,1,14.7883552,0,20.63200532,1.032226549,0,0,0.10851874
9,cfacts,9,1,14.7883552,0,9.288401945,0.85260475,0,0,0.148695844
9,cfacts,10,0,44.41674377,0,4.828386273,1.032226549,0,0,0.165845461
9,cfacts,11,1,26.34382541,0,19.04911505,0.783079799,1,0,0.140511524
9,cfacts,12,0,44.41674377,1,9.84587234,1.141580447,0,0,0.140936883
9,cfacts,13,1,64.66925041,1,9.84587234,1.141580447,0,0,0.125246793
9,cfacts,14,0,38.81963932,1,13.02102581,1.659332851,0,0,0.104519676
9,cfacts,15,1,26.34382541,1,8.435159322,1.201902404,1,0,0.139045896
9,cfacts,16,1,1.476346098,0,9.84587234,1.531241153,1,0,0.096999612
9,cfacts,17,1,44.41674377,1,15.93445673,1.642989675,1,0,0.101287305
9,cfacts,18,1,16.46092289,0,21.94594702,1.581997103,0,0,0.085223708
9,cfacts,19,1,1.476346098,0,6.733818664,1.900060828,1,0,0.087274619
9,cfacts,20,1,1.476346098,1,6.655727348,2.036068148,1,0,0.084206308
9,cfacts,21,1,16.46092289,0,21.94594702,1.581997103,0,0,0.085223708
9,cfacts,22,1,1.476346098,1,6.655727348,2.036068148,1,0,0.084206308
9,cfacts,23,0,93.94692397,1,22.09506701,1.281695472,1,0,0.083592096
9,cfacts,24,0,22.18092599,1,22.09506701,1.281695472,1,0,0.100243685
9,cfacts,25,1,25.8807605,1,18.38763858,2.407941306,0,0,0.070617377
9,cfacts,26,1,48.14966294,1,3.574744753,2.971547058,0,0,0.07042436
9,cfacts,27,0,48.14966294,1,12.55445986,2.971547058,1,0,0.064318437
9,cfacts,28,1,6.799168352,1,16.06674452,2.784624891,1,0,0.061384932
9,cfacts,29,1,19.02202029,1,18.06821886,2.872555604,0,0,0.060584077
9,cfacts,30,1,18.72564964,1,1.668326784,3.620016711,1,0,0.058248682
9,cfacts,31,0,17.70166511,0,9.768500146,3.345913202,1,0,0.056916827
9,cfacts,32,0,28.09349921,1,4.114763655,3.719511864,1,0,0.056659221
9,cfacts,33,1,21.03249114,0,14.59566705,3.259792386,0,0,0.056359581
9,cfacts,34,0,5.831259848,1,6.643114764,3.476675729,0,0,0.05466898
9,cfacts,35,1,21.8634494,1,10.88905246,3.853496139,1,0,0.051516161
9,cfacts,36,0,1.495998018,0,24.84089275,3.026214398,0,0,0.051433236
9,cfacts,37,0,1.474102335,1,19.02274321,3.31015866,0,0,0.050896237
9,cfacts,38,0,74.22027566,1,10.96233371,3.707663328,0,0,0.049852276
9,cfacts,39,0,44.15274432,0,22.23494322,3.832418828,0,0,0.047852218
9,cfacts,40,0,8.100079497,1,19.435339,3.778761911,1,0,0.047056872
9,cfacts,41,0,62.81707217,1,14.24766446,4.005161974,0,0,0.047033179
9,cfacts,42,0,9.885881407,1,18.83064599,0.827258323,0,0,0.120452189
9,cfacts,43,0,7.600289464,1,5.492879366,4.421754466,1,0,0.045452232
9,cfacts,44,1,1.755539813,1,16.06674452,4.019920548,1,0,0.045525306
9,cfacts,45,1,23.16765181,0,12.55445986,8.542407008,1,0,0.02481145
9,cfacts,46,1,55.21419883,0,17.92674877,9.41486865,0,0,0.022163319
9,cfacts,47,0,6.231334581,0,0.891556523,21.37949287,0,0,0.010415222
9,cfacts,0,0,37.15101801,0,19.83895404,12.8231598,1,0,0.016781066
9,cfacts,1,0,37.96547057,1,6.725130255,13.34084566,0,0,0.016708972
9,cfacts,3,0,35.18045916,0,19.91429617,9.463391862,1,0,0.022229844
9,cfacts,4,1,3.742066841,1,2.038589315,14.90516158,0,0,0.014789526
9,cfacts,5,1,89.41424523,1,12.9394048,10.68507509,0,0,0.019397909
9,cfacts,7,0,52.02287467,0,24.4407407,24.583344,0,0,0.008884418
9,cfacts,8,1,28.44756413,1,18.40234142,6.14307902,0,0,0.032900908
9,cfacts,10,0,53.19080563,1,12.72489732,7.271627957,0,0,0.028700246
9,cfacts,11,0,83.57884589,1,24.78630653,21.61451424,0,0,0.009893261
9,cfacts,13,1,44.85916063,0,18.22359819,10.87196033,1,0,0.019668827
9,cfacts,14,0,62.7363347,1,21.92718499,21.09332691,0,0,0.010279615
9,cfacts,15,1,46.42555474,1,24.01574659,8.412504431,1,0,0.02447948
9,cfacts,16,1,19.75938455,1,16.14338367,22.17428142,0,0,0.009925879
9,cfacts,17,0,48.35986675,0,12.4158245,7.543059357,1,0,0.027984574
9,cfacts,19,1,41.11334918,1,5.56728302,21.41907114,1,0,0.010549533
9,cfacts,21,0,58.202869,1,11.21446274,19.58438365,0,0,0.011258191
9,cfacts,22,0,57.94256269,1,10.80182919,23.8799909,1,0,0.009310752
9,cfacts,23,1,95.42389632,0,22.48634438,1.198585372,1,0,0.085219295
9,cfacts,24,1,87.74815696,1,16.12535112,17.02194051,0,0,0.012545858
9,cfacts,27,1,21.82652925,0,15.80203202,8.542595348,0,0,0.024373077
9,cfacts,29,1,97.6181769,0,22.89181057,6.251744629,1,0,0.029369042
9,cfacts,30,1,22.07331644,1,2.147519886,8.270560981,0,0,0.026590309
9,cfacts,32,1,24.95081682,1,18.20899256,9.362485152,0,0,0.022394937
9,cfacts,33,1,19.50205919,0,11.79043505,5.925684039,0,0,0.034385366
9,cfacts,34,0,11.90049981,1,4.698643151,12.74133215,1,0,0.017209044
9,cfacts,35,0,43.6271456,1,8.767184633,6.712634045,0,0,0.031947677
9,cfacts,36,0,54.92701561,1,14.84066448,15.26052057,0,0,0.014234194
9,cfacts,37,1,29.15046207,1,1.439039598,6.514343824,1,0,0.034163314
9,cfacts,38,0,32.13326303,0,19.90666768,18.51300909,0,0,0.011770426
9,cfacts,39,1,12.87752308,0,0.417920747,14.25878235,0,0,0.015568894
9,cfacts,40,0,97.30195619,1,11.01567339,21.69026124,0,0,0.009994124
9,cfacts,41,1,69.09666788,1,16.19038983,23.91982182,1,0,0.009191108
9,cfacts,42,0,8.117669484,0,21.98963038,16.97831398,1,0,0.01255772
9,cfacts,46,0,70.64941217,0,23.75998418,13.67183776,0,0,0.015239772
9,cfacts,47,0,2.390662422,0,14.81134585,23.0203486,1,0,0.009494366
9,cfacts,48,0,59.73496588,1,7.284027379,1.587704672,0,0,0.105665827
9,cfacts,49,1,0.341274734,1,9.463386449,10.14106366,1,0,0.0208911
9,cfacts,50,1,31.95808449,0,8.804741548,14.56657814,0,0,0.015187467
